都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,URL,設置主体,定員,対象年齢[受入],対象年齢[最終],休園日,開所時間,閉所時間,教育標準開始時間,教育標準終了時間,延長保育の有無,延長保育[朝の開始時間],延長保育[夕方の終了時間],延長保育[利用料],延長保育[特記事項],満3歳児保育,備考,保育料,給食・お弁当,その他保護者負担額,特色/PR,方針,保護者の活動,送迎方法,駐車場,未就園児対象の行事,ひと言
221309,A122210001078,静岡県,浜松市,浜松市立初生幼稚園,ハママツイチリツハツオイヨウチエン,4338112,北区,浜松市北区初生町991,,34.76882,137.725979,(053)436-2106,hatsuoi-k@city.hamamatsu-szo.ed.jp,浜松市,70,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食またはパン昼食） 週2回 / 持参弁当 週3回
アレルギー対応：あり
給食費 250円/食 380円/食（パン昼食）
","【毎月】
絵本代 PTA会費 教材費 アルバム代
1,000円～2,000円程度
【その他】
体操服 クラス帽子  かばん  防災用品  保育用品  保険料","豊かな教育環境の中で、全職員が一丸となって幼児の成長（身体づくり・心づくり）を見守っています。
◎体を動かして遊ぶ楽しさを味わえる3年間の系統的な指導の実施
◎豊かな言葉で表現する幼児を育てる
◎異年齢交流を通しての豊かな心の醸成
◎絵本の楽しさを伝える
◎初生小学校との連携と交流
◎便りやブログでタイムリーに子供の姿を紹介し園教育を見える化","「心豊かでたくましい子」を園目標に、心身共に健康でいきいきと生活することを願い、次のような幼児像を目指します。
・主体的に活動する子供
・友達と親しむ子供
・豊かに表現する子供","PTA役員
ボランティア活動",保護者による個別送迎,なし,"未就園児プレクラス（12・1・2月 体験入園）
入園説明会（7月）
園庭開放（毎月最終水曜日）
見学・参加出来る行事（運動会、ミニ発表会）",子供たちが伸び伸びと楽しみながら成長できる幼稚園です。泥んこもプールも思いっ切り楽しめます。先生たちの目が行き届き一人一人に合った対応をしてくれます。小規模園なので、子供の成長していく姿を、良く見ることができます。
221309,A122210001087,静岡県,浜松市,浜松市立白脇幼稚園,ハママツイチリツシラワキヨウチエン,4300841,南区,浜松市南区寺脇町230,,34.681886,137.742681,(053)441-0531,shirawaki-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円　降園～14:30　150円、以後1時間ごと100円,長期休業中8:30～18:30,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 250円/食・345円/食  約3,000円/月
","【毎月】
絵本代 PTA会費 教材費 卒園アルバム代 遠足実費代
2,000円～3,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・遊びを通しての学びを重視した保育をしています。
・地域の方が講師となり「野菜作り」「銭太鼓」「お茶会」など行い、地域とのつながりを大切にしています。
・異年齢交流を大切にし思いやりの心を育んでいます。
・様々な参加会を通して保護者が子どものことを知り「子育ての楽しさ」を感じられるようにしています。
・地域の子育て支援「ちびっこひろば」と連携しています。","・「元気と笑顔がいっぱい、安心安全、地域とつながる幼稚園」を目指しています。
・「一人一人がかけがえのない存在」として、自分らしく輝き、仲間の中で充実した園生活を過ごせるようにしています。","PTA役員
サークル活動",保護者による個別送迎,PTA借用駐車場あり,"未就園児ちびっこひろば（5・6・7・9・10・11月に各１回）
入園説明会（12・1月）","・園庭が広く、子どもが伸び伸び遊べることに満足しています。特に、様々な体験活動や運動遊びが充実しており、良い刺激を受けています。
・子どもは豊岡幼稚園に入ってから、明るく毎日が楽しそうです。先生が一人一人良いところを見て励まし、見守り、指導して、そして一緒に楽しく過ごしてくださっているからだと思います。"
221309,A122210001096,静岡県,浜松市,浜松市立飯田幼稚園,ハママツシリツイイダヨウチエン,4350028,南区,浜松市南区飯田町1014,,34.703665,137.773273,(053)461-9555,iida-k@city.hamamatsu-szo.ed.jp,浜松市,70,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 325円/食・389円/食
","【毎月】
絵本代 PTA会費 教材費 行事費 アルバム代
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",温かい地域の協力のもと、田植え、野菜栽培、お練りの会、凧作りなど感動的な直接体験を大切にするとともに、じっくり試したり工夫したりできる場を保障し、「自ら遊び、考えること」を大切にします。,子ども一人一人との信頼関係を築き、人とのかかわりを通し将来を見通した道徳性の芽生えを育成しています。また、教職員・保護者・地域が支え合い、一体となって一人一人の子どもを大切に育てています。,"PTA役員
ボランティア活動
サークル活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（ひよこ学級 5月より毎月1回実施）
入園説明会（6・7月）
園庭開放（なかよしの庭　月2回）
見学・参加出来る行事（運動会）",一人一人と丁寧に関わり、その子の良さを見つけ、良さを伸ばすことができるように努めています。保護者・地域の方々が温かく見守る中で、職員も一緒に子供たちと育ち合う「楽しい保育」を目指しています。
221309,A122210001103,静岡県,浜松市,浜松市立有玉幼稚園,ハママツイチリツアリタマヨウチエン,4313122,東区,浜松市東区有玉南町585,,34.755805,137.751011,(053)434-0263,aritama-k@city.hamamatsu-szo.ed.jp,浜松市,100,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 259円/食・334円/食  約3,400円/月
","【毎月】
PTA会費 教材費 行事費(おやつ代)
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・友だちと一緒にじっくりたっぷり遊んだり身体を十分に動かして遊んだりする中で、心身共にたくましい子を育てています。
・田んぼで泥んこ遊びや田植え体験、有玉神社祭典の屋台引き廻し、有玉獅子舞見学、お茶会等、地域の人や自然、文化に触れる体験の場を大切にしています。","・「自分らしく輝き夢中になって遊ぶ子」と教育目標を掲げ、ありたまの頭文字をとって、あかるく、りりしく、たくましく、まいにち元気な有玉っ子を目指しています。
・「愛情と信頼関係」を基盤として、一人一人が自己発揮し、仲間の中で育ち合う保育を心がけています。
・「家庭・地域と共に育てる」という姿勢をもち、安全・安心な園づくりに努めています。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",PTA借用駐車場あり,"未就園児サークル（5～2月　月1回実施）
入園説明会（6月・7月・9月 全3回）
見学・参加出来る行事（運動会）","・自然に触れ外でのびのび遊べることや、花や野菜の栽培を通してやさしさが育つことがよいです。
・遊びが中心で自分で考えやろうとする気持ちが育ってきました。また、地域との触れ合いが多いので安心します。"
221309,A122210001112,静岡県,浜松市,浜松市立万斛幼稚園,ハママツイチリツマンゴクヨウチエン,4313111,東区,浜松市東区中郡町895,,34.768355,137.773603,(053)434-0049,mangoku-k@city.hamamatsu-szo.ed.jp,浜松市,90,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 325円/食・360円/食（パン・牛乳）
","【毎月】
教材費 PTA会費 振興費 アルバム代（年中・年長）
1,000円～2,000円程度
【その他】
体操服 クラス帽子  かばん  防災用品  保育用品  遠足バス代",園庭が広く、園のシンボルである樹齢115年余の大くすのきがあります。また自然物も豊富で虫捕りや花摘みなどをして、のびのびと遊ぶことができます。温かな雰囲気の中で、主体的な遊びを通し、友達との関わり方や豊かな創造性が育まれる保育に努めています。 ,"・自己を発揮し、主体的な遊びを楽しむ中で、友達と関わる力や豊かな創造性を育みます。
・温かさのある幼稚園となるように教師と保護者、地域が連携し、体験の充実を図り、豊かな心を培います。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児サークル（年間10回）
入園説明・園内見学は随時受け付けます。※事前に電話連絡をお願いします。","小学生になる前に、思いっきり遊んで大きくなってほしいと願って可美幼稚園に入園しました。幼稚園に通った3年間で思った以上に、たくさんのことを学んで大きくなったなと感じています。「これを作りたい」「これができるようになりたい」と、子どもの希望を先生が手助けしてくれるように応援していてくれていたのがありがたかったです。
子どもが日々成長していく過程で、心配に思ったこともありますが、先生に通園の時などにお話することもできて、安心して幼稚園に送り出すことができました。同じ学年や、他学年のお母さんたちとも送り迎えで会う機会があるのでたくさんのお母さんたちと交流でき、子どもだけではなく、親も一緒に3年間の幼稚園生活を楽しめました。"
221309,A122210001121,静岡県,浜松市,浜松市立橋爪幼稚園,ハママツシリツハシヅメヨウチエン,4313115,東区,浜松市東区西ケ崎町1067,,34.773626,137.767503,(053)434-0329,hashizume-k@city.hamamatsu-szo.ed.jp,浜松市,140,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～8:30　100円14:00～16:30　200円、以後1時間ごと100円,長期休業中7:30～18:30,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 325～350円/食 
","【毎月】
絵本代 PTA会費 教材費 活動費
1,000円～1,500円程度
【入園児】
体操服 かばん レインコート ヘルメット
15,000円程度
【その他】
クラス帽子 保育用品 保険料（進級時）
4,000円程度","園目標『大好きがいっぱい　心ときめく子』を願い、「できる　できる　きっとできる」を合言葉に一人一人を大切にした楽しい保育を目指しています。家族の絆や地域の方々の愛情に支えられ“うちの子よその子みな宝石（たから）橋爪幼稚園みな家族”の気持ちで子育てを応援しています。働くお母さんのサポート保育をしています。
","・学校教育法や子ども・子育て支援法、幼稚園教育要領を基に、県・市の重点を踏まえながら、地域と園児の実態に即した活力に満ち、心温まる保育に努める。
・一人一人の子供を、みんなでよりよく育てるという基本姿勢をもち、幼稚園・家庭・地域の方との連携を図りながら、地域に信頼され開かれた幼稚園づくりを目指す。
・教師としての情熱と強い使命感をもち、魅力あふれる教師、子供や保護者に信頼される教師となるよう日々研鑽をする。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎","あり
PTA借用駐車場あり","未就園児プレクラス（こねこ、年間7回）
入園説明会（5・6月）
見学（要相談：電話で希望をお知らせください）","毎日の親子登園で先生と会えるので、園の様子やその日の体調など気になることをタイムリーに相談できます。
集団降園の中で、交通ルールが身に付きます。
PTA活動やサークル活動を通して、保護者同士が仲良くなり、子どもたちと一緒に園生活を楽しんでいます。"
221309,A122210001130,静岡県,浜松市,浜松市立和地幼稚園,ハママツシリツワジヨウチエン,4311115,西区,浜松市西区和地町1833-2,,34.763579,137.653292,(053)486-0056,waji-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 259円/食・341円/食 
","【毎月】
絵本代 PTA会費 教材費 行事費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・園内や園周辺に豊かな自然があり、サクラやタケノコ、イチョウやモミジ、カニやカエル…四季折々の自然との関わりから、五感を通して感じる心を豊かにしています。
・近隣の老人施設や小中高等学校との交流があり、お年寄りや小中高校生、留学生などいろいろな人との触れ合いを楽しみながら、人と関わる力を育てています。
・園外にも積極的に出掛けて遊びに取り入れ、感動体験を積み重ねています。","＜園目標＞
自分大好き　友達大好き　遊び大好き
（重点目標）
元気いっぱい体を動かす子
自分で考えて行動する子
感じたことを表現する子","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（ちっちゃいこクラブ）
一日入園（11・1・2月）
入園説明会（6月頃）
見学・参加できる行事（運動会）",一年を通して田んぼや畑などで自然を体験できます。自分たちで育てたお米や野菜を調理して食べ、食の大切さを学ぶことができます。また、PTA活動では夏祭りなど大人も子どもも楽しめ、保護者同士の交流もできます。
221309,A122210001149,静岡県,浜松市,浜松市立北庄内幼稚園,ハママツシリツキタショウナイヨウチエン,4311209,西区,浜松市西区舘山寺町110-6,,34.761259,137.627383,(053)487-0553,kitashonai-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 258円～388円/食
","【毎月】
絵本代 PTA会費 教材費 集会費 アルバム代（年長）
2,000円～3,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",広い園庭、プール、畑があり、園から歩いて行ける所に動物園やフラワーパークがあります。地域の方のご厚意でイチゴ・サクランボ狩りを体験させていただいたり、サンビーチの海開きに参加したりなど楽しいことがいっぱいです。　また、発達支援の部屋があり、個々の特性・困り感に寄り添った保育をしています。,園目標に「心豊かに自分らしく輝く　おひさまっこ」を掲げ、ぐんぐん（体）・にこにこ（徳）・わくわく（知）を合言葉に心も体もたくましい子どもを育んでいます。園児を「おひさまっこ」と呼び、いつもキラキラ輝き、大きな夢をもってほしいと願いながら、家庭、地域と連携した誠実な幼稚園を目指しています。,"PTA役員
ボランティア活動
サークル活動","通園バス（一部の地域）
保護者による個別送迎","あり
PTA借用駐車場あり","未就園児プレクラス（いちご組、1日入園）
体験入園（6・9月）
入園説明会（1月）","・週1回駐車場の徒歩通園では、親子で一緒に歩いて登園することで、体力や交通マナーが身についたり、親子の触れ合いや季節を感じたりすることができる。
・お母さん同士が仲良くなれる。
・幼稚園の雰囲気が温かい。
・大人も子どももみんな仲良し。
・色々な体験をさせてくれるところが良い。"
221309,A122210001158,静岡県,浜松市,浜松市立村櫛幼稚園,ハママツイチリツムラクシヨウチエン,4311207,西区,浜松市西区村櫛町3195,,34.726245,137.591503,(053)489-2250,murakushi-k@city.hamamatsu-szo.ed.jp,浜松市,60,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費　年間約30,000円（配送料含む）
","【毎月】
絵本代 PTA会費 教材費 集会費等
1,300円程度
【入園時】
教材費
4,000円程度
【年間一括、その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",村櫛幼稚園は、浜名湖や庄内半島の緑に囲まれた自然豊かな地域にあります。ザリガニ釣り、浜名湖体験、園の畑を利用した野菜栽培など自然を生かした活動をしています。また、地域とのつながりも深く、餅つき会、秋祭りの太鼓など、地域の方々に支えられた活動をしています。,"園目標「ともだちいっぱい　笑顔で遊ぶ子」
重点目標「げんきな子　なかよくする子　わくわくする子」
とし、豊かな自然と人の和を生かして、園目標・重点目標を目指して保育活動を進めています。","PTA役員
ボランティア活動",保護者による個別送迎,近隣駐車場あり,"未就園児プレクラス（ひよこクラブ）村櫛町自治会運営
入園説明会（12・2月）
見学、参加できる行事（運動会　生活発表会）",豊かな自然・温かい地域の中で、のびのびと遊んでいます。年少、年中、年長と「みんななかよし」です。是非、一度遊びに来てください。
221309,A122210001167,静岡県,浜松市,浜松市立伊佐見幼稚園,ハママツシリツイサケンヨウチエン,4311111,西区,浜松市西区伊左地町5,,34.744187,137.655717,(053)486-0076,isami-k@city.hamamatsu-szo.ed.jp,浜松市,50,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 637円/食 
","【毎月】
絵本代 PTA会費 アルバム代
4,000円程度
【その他】
園服 クラス帽子  かばん  保育用品  保険料",田畑、野山、川などに囲まれた緑あふれる豊かな自然を生かし、一年を通じて身近な自然に触れることを大切に、子どもたちの豊かな感性や好奇心を育てています。元気な歓声や明るい歌声の響く「愛情いっぱい、元気いっぱい、心つながる、みんなの伊佐見幼稚園」です。 ,"夢中になって遊ぶ子(しなやかでたくましい子を目指して）
・一人一人に応じた自立への援助
　基本的生活習慣、戸外遊び、異年齢交流、楽しい食事
・感動体験、直接体験、心の耕し
　園外散歩、出会いと発見、歌・絵本、お茶会・陶芸
・一人一人を受け止め、あたたかいクラスづくり
　挨拶、好きな遊び・自己発揮、協働性、遊びの振り返り
・家庭との連携
　親子で楽しい幼稚園、子育て相談、父親参加
・地域との連携
　幼・小・中・高交流、地域の自然・文化・人との触れ合い","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児サークル（さくらんぼ、1日入園 12・1月）
入園説明会（6月頃）
園庭開放
見学・参加出来る行事（運動会） ","・地域全体で幼稚園を大切にしてくれています。
・小学校と隣接しているので、交流する機会があります。"
221309,A122210001176,静岡県,浜松市,浜松市立神久呂幼稚園,ハママツイチリツカクロヨウチエン,4328005,西区,浜松市西区神ケ谷町7888,,34.726962,137.67068,(053)485-8548,kakuro-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週4回 / 持参弁当 週1回
アレルギー対応：要相談
給食費 約3,200円/月 
","【毎月】
絵本代 PTA会費 教材費 アルバム代等
2,000円～3,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",園庭では、3学年が自然に交流し合いながら、一緒にのびのびと遊んでいます。広い園庭には、草花、野菜畑、めだかやおたまじゃくしがいるビオトープがあり、身近に四季の自然に触れられ、発見や疑問、感じる心など、豊かな感性をはぐくんでいけるようにしています。また、サッカー教室、煎茶教室、手形教室など地域の人たちの協力をいただきながら保育に取り入れています。季節によっては、筍掘りや茶摘み、なし狩りなども経験します。保育をいつでも参観することができます。温かい地域の中で、子どもも大人も笑顔いっぱいの幼稚園です。,「心豊かで　たくましい子」を園目標に『元気な子』『仲良くする子』『考える子』を目指す幼児像とし、保育を進めています。自然豊かで、温かい人柄の地域性を基盤に、一人ひとりの育ちに寄り添い、自然体験や感動体験をすることで、感性を育み、仲間との協同性を培っています。,"PTA役員
ボランティア活動
サークル活動",保護者による個別送迎,あり,"未就園児プレクラス（4/26、5/17、5/24、6/8、7/8、
9/15、10/21、11/18、12/9、1/27）
入園説明会（4～6月を予定、随時受付可能）
見学・参加出来る行事（運動会） ","花いっぱいの幼稚園。「おひさま」のような笑顔と歓声が溢れる元気いっぱいの子供たちが主役の幼稚園です。季節ごとにいろいろな体験を通して主体的で対話的な学びを育んでいます。
庄内学園や近隣の幼稚園、保育園との交流が盛んで、小学校へのスムーズな入学へも考えている園です。"
221309,A122210001354,静岡県,浜松市,浜松市立二俣幼稚園,ハママツイチリツフタマタヨウチエン,4313314,天竜区,浜松市天竜区二俣町二俣158-2,,34.865859,137.82122,(053)925-2077,futamata-k@city.hamamatsu-szo.ed.jp,浜松市,90,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:45,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回アレルギー対応：あり
給食費 275円/食 3,870円/月
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",幼稚園の西側には二俣川が流れ、園庭には多くの樹木が茂り、鳥のさえずりを聞きながら子供たちは園生活を楽しく過ごしています。近くには、天竜高校、図書館、美術館などの施設があり、教育環境に恵まれています。中学生や高校生との交流、美術館鑑賞、地域行事への参加、図書館利用なども行っています。,園目標「元気もりもり　友達だいすき　きらり輝く二幼っ子」を育てるための環境や援助の工夫に取り組んでいます。自分や友達のよさを受け入れ、遊びや様々な体験の中で自己実現し、自分らしく輝きながら生き生きと生活できる園を目指しています。,"PTA役員
ボランティア活動",保護者による個別送迎,あり,"入園説明会（1月頃）
見学・参加出来る行事（運動会）","子供たちは、幼稚園が大好きです。
園内にあるとんねるやま　ジャングルジムなどを使って楽しく遊び、夢がひろがります。園のまわりにも活動の場がいっぱいです。
また、家庭や地域から大きな支援を受け、充実した保育ができます。"
221309,A122210001363,静岡県,浜松市,浜松市立熊幼稚園,ハママツイチリツクマヨウチエン,4313641,天竜区,浜松市天竜区熊2153,,34.959691,137.732981,(053)929-0133,kuma-k@city.hamamatsu-szo.ed.jp,浜松市,10,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 275円/食 3,870円/月
","【毎月】
PTA会費 教材費
4,000円～5,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料",園児数6名の小規模園です。保育室は熊小学校内にあり、小学生や隣接するデイサービスセンターのお年寄りとの交流を深めています。また、山や川などの豊かな自然に囲まれ、四季折々の草花や生き物と触れ合いながら生活しています。 ,"【園教育目標】「ゆめいっぱい　げんきいっぱい　おはなしいっぱい　くんまっこ」
・「くんま」（熊の地域）のすばらしい環境や文化を積極的に活用した教育活動を行います。
・子ども一人一人の成長につながる幼稚園と小学校の連携を重視した教育活動を展開します。","PTA役員
ボランティア活動",保護者による個別送迎,近隣駐車場あり,"未就園児プレクラス（ひよこの日6 ～3月頃、月1～2回実施）
入園説明会（2月）
見学・参加出来る行事（運動会）",姫様道中で知られる都田川堤の桜並木が目の前にある風光明媚な園です。きれいな花壇に広い園庭、夏にはカニが遊びに来ます。PTAクラブも盛んで子どもたちのためにお手伝いをしています。教育、情緒、遊び、運動とバランスのとれた活動をし、思いやりと笑顔いっぱいの最高の幼稚園です。
221309,A122210001372,静岡県,浜松市,浜松市立光明幼稚園,ハママツイチリツコウミョウヨウチエン,4313303,天竜区,浜松市天竜区山東2314,,34.879658,137.829387,(053)925-2514,koumyou-k@city.hamamatsu-szo.ed.jp,浜松市,120,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:00,あり,7:30,18:30,7:30～開園　100円　降園～16:30まで　200円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回アレルギー対応：あり
給食費 275円/食 3,870円/月
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料",周辺には神社や公園があり、自然環境と教育環境に恵まれています。台風により倒木した園庭の「槇の木」は、故本田宗一郎氏が尋常小学校の頃、遊んだと伝えられています。,"１．健康な体づくり
２．「遊びと生活」を通しての「学び」を大切にした保育の
推進（思考力の芽生え）
３．「心」を育む保育の推進（道徳性の芽生え・規範意識の芽生え）
４．地域や保護者に愛される温かな幼稚園づくり
５．子育て支援の充実","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（お楽しみ幼稚園、年7回実施）
入園説明会（1月）
見学・参加出来る行事（運動会）","泥んこ山、大きなプール、子供たちが思い切り遊べる幼稚園です。親には逞しく育つ姿を実感できる幼稚園です。
個々の家庭環境にも先生方は気持ちを込めて対応してくれることは大変ありがたいことです。仕事もしたいし、我が子の成長も見届けたいという欲張りなご家族にとっては、ぴったりな幼稚園です。"
221309,A122210001381,静岡県,浜松市,浜松市立竜川幼稚園,ハママツシリツタツカワヨウチエン,4313764,天竜区,浜松市天竜区横山町547,,34.942824,137.817069,(053)923-0735,tatsukawa-k@city.hamamatsu-szo.ed.jp,浜松市,10,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:50,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 275円/食 3,870円/月
※給食費の無償化対象について
https://www.hamamatsu-pippi.net/docs/2019082600198/","【毎月】
絵本代 PTA会費 教材費
4,000円～5,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料",,,,,,,地域、保護者のつながりを大事にしている温かい幼稚園、また、保護者も楽しみながら、保育活動の協力をすることで、何でも相談できる仲間ができ、子どもの育ちを何時でも見ることができる解放的な幼稚園です。
221309,A122210001390,静岡県,浜松市,浜松市立上阿多古幼稚園,ハママツイチリツウエアタゴヨウチエン,4313532,天竜区,浜松市天竜区西藤平1266-1,,34.911903,137.763814,(053)928-0030,kamiatago-k@city.hamamatsu-szo.ed.jp,浜松市,30,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 275円/食 3,870円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
体操服 クラス帽子 かばん 防災用品 保育用品 保険料 ",小規模園の特色を生かし、近隣の小学校や幼稚園との交流を計画的に行っている。自然に触れたり、地域の人との触れ合いを大切にし、上阿多古のみんなで園児を見守り育てていきたいと願っている。,"教育目標　「遊ぶの大好き心豊かな子」
重点目標　「元気いっぱい」「やさしさいっぱい」
日々の遊びの体験や経験の中で大好きなことを増やし、自信をもって行動できる子が育つよう保育をしている。","PTA役員
ボランティア活動
サークル活動",保護者による個別送迎,あり,"未就園児プレクラス（年8回）
入園説明会（1月）
見学・参加出来る行事（運動会） ",子どもは毎日楽しみに幼稚園へ通っていて、親として安心して幼稚園に送り出すことができています。行事などの参加を通して子どもの成長している様子がよくわかります。
221309,A122210001407,静岡県,浜松市,浜松市立下阿多古幼稚園,ハママツイチリツシモアタゴヨウチエン,4313426,天竜区,浜松市天竜区両島762,,34.882291,137.791481,(053)925-6755,shimoatago-k@city.hamamatsu-szo.ed.jp,浜松市,30,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 275円/食 3,870円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料
","少人数のよさを生かし、異年齢・同年齢の子がともに育ち合える教育。
下阿多古のひと・もの・こと　との関わりを生かした体験活動。
幼小連携、熊幼稚園・上阿多古幼稚園・下阿多古幼稚園の３園の交流保育。","【園目標】心も体もたくましく　ほほえみ　あふれる　あゆっこ
【重点目標】・たくましい子　・やさしい子　・夢中になって遊ぶ子","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（年9回程度実施）
入園説明会（1月頃）
見学・参加出来る行事（運動会・豆まき会）",親子共に初めての幼稚園は、不安と期待でいっぱいでしたが、先生や友達とたくさんの遊びを経験し、休日でも「幼稚園に行きたい！」と言うほど幼稚園大好きになりました。ＰＴＡ活動は主体的で、子育て支援をし合う保護者の交流の場、心がつながる出会いの場です。
